Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Week 14,Week 15,Week 16,Age,Pos,Salary,Team,Year
Robby Anderson,,,,,,,,D,Q,D,Q,Q,Q,,,,25.0,WR,630000.0,Jets,2018
Jeremiah Attaochu,,,,,,,,,,,,,,IR,IR,IR,,,,Jets,2018
James Carpenter,,,,,,,,,,,IR,IR,IR,IR,IR,IR,29.0,LG,4450000.0,Jets,2018
Morris Claiborne,,,,,,,,Q,,,,,,,,O,28.0,RCB,3850000.0,Jets,2018
Brandon Copeland,,,,,,,,,,,Q,,,,,,27.0,LOLB,1000000.0,Jets,2018
Isaiah Crowell,,,,,,Q,Q,,,,,,Q,O,IR,IR,25.0,rb,1000000.0,Jets,2018
Sam Darnold,,,,,,,,,,D,O,Q,,,,,21.0,QB,480000.0,Jets,2018
Quincy Enunwa,,,,,,,O,O,Q,,,,,IR,IR,O,26.0,WR,2914000.0,Jets,2018
Ben Ijalana,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jets,2018
Jordan Jenkins,,,,,,,,,,,,,,Q,Q,Q,24.0,ROLB,6500000.0,Jets,2018
Trumaine Johnson,,,,,O,D,D,D,D,,,,,Q,,,28.0,LCB,6000000.0,Jets,2018
Jermaine Kearse,D,,,,,,,,,,,,,,,O,,,,Jets,2018
Spencer Long,,,,,,,,Q,,D,,,,,,,28.0,C,5000000.0,Jets,2018
Josh Martin,O,O,O,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jets,2018
Rishard Matthews,,,,,,,,,,,,,,,IR,IR,,,,Jets,2018
Marcus Maye,D,D,D,Q,Q,Q,O,Q,,,IR,IR,IR,IR,IR,IR,25.0,FS,762911.0,Jets,2018
Elijah McGuire,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,,,Jets,2018
Doug Middleton,,Q,,Q,,Q,,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jets,2018
Rontez Miles,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,,,Jets,2018
Charone Peake,,,,O,O,O,,,,,,,,,,,,,,Jets,2018
Claude Pelon,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jets,2018
Kevin Pierre-Louis,,,,,,D,D,Q,D,,,,,Q,IR,O,,,,Jets,2018
Bilal Powell,,,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,30.0,RB,4000000.0,Jets,2018
Terrelle Pryor,,,,,,,D,,,,,,,,,,,,,Jets,2018
Darryl Roberts,,,,,,,,,,,,,,,Q,,28.0,LCB,705000.0,Jets,2018
Brandon Shell,,,,,,,,,,,,,,,IR,IR,26.0,RT,630000.0,Jets,2018
Buster Skrine,,,,Q,,O,O,,,,,,Q,,,,29.0,DB,8000000.0,Jets,2018
Neal Sterling,,,O,O,O,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Jets,2018
Eric Tomlinson,,,,,,,,,,,,,,,,IR,26.0,TE,630000.0,Jets,2018
